rotten_tomatoes_link,directors
m/1016760-prisoner,Peter Glenville
m/1016819-producers,Mel Brooks
m/1016832-project_x,Jonathan Kaplan
m/1016834-prom_night,Paul Lynch
m/1016837-promised_land,Gus Van Sant
m/1016842-prophecy,John Frankenheimer
m/1016847-protector,James Glickenhaus
m/1016854-prowler,Joseph Zito
m/1016885-public_enemy,William Wellman
m/1016897-pulse,Paul Golding
m/1017021-quo_vadis,Mervyn LeRoy
m/1017123-raisin_in_the_sun,Daniel Petrie Sr.
m/1017226-raw_deal,John Irvin
m/1017237-razors_edge,Edmund Goulding
m/1017238-razors_edge,John Byrum
m/1017289-rear_window,Alfred Hitchcock
m/1017306-reckless,James Foley
m/1017321-red_dawn,John Milius
m/1017328-red_heat,Walter Hill
m/1017346-red_shoes,Michael Powell
m/1017352-red_sonja,Richard Fleischer
m/1017410-repentance,Tenghiz Abuladze
m/1017488-return_to_oz,Walter Murch
m/1017502-revenge,Tony Scott
m/1017530-rich_and_famous,George Cukor
m/1017641-risky_business,Paul Brickman
m/1017666-road_house,Rowdy Herrington
m/1017699-robin_hood,Wolfgang Reitherman
m/1017712-robocop,Paul Verhoeven
m/1017745-rock_n_roll_high_school,Allan Arkush
m/1017776-rocky,John G. Avildsen
m/1017823-roman_spring_of_mrs_stone,Jose Quintero
m/1017834-romeo_and_juliet,Franco Zeffirelli
m/1017962-rudolph_the_rednosed_reindeer,Maury Laws
m/1017991-runaway,Michael Crichton
m/1018009-running_scared,Peter Hyams
m/1018044-sabotage,Alfred Hitchcock
m/1018047-sabrina,Billy Wilder
m/1018069-sahara,Zoltan Korda
m/1018126-samson_and_delilah,Cecil B. DeMille
m/1018315-scanners,David Cronenberg
m/1018318-scarecrow,Jerry Schatzberg
m/1018323-scarface,Howard Hawks
m/1018413-scrooge,Ronald Neame
m/1018433-sea_hawk,Michael Curtiz
m/1018473-second_sight,Joel Zwick
m/1018550-see_no_evil,Richard Fleischer
m/1018587-separate_tables,Delbert Mann
m/1018688-shadow_of_a_doubt,Alfred Hitchcock
m/1018699-shaft,Gordon Parks
m/1018702-shaggy_dog,Charles Barton
m/1018704-shakedown,James Glickenhaus
m/1018711-shall_we_dance,Mark Sandrich
m/1018885-shooting,Monte Hellman
m/1018891-short_circuit,John Badham
m/1018909-shot_in_the_dark,Blake Edwards
m/1018916-show_boat,George Sidney
m/1018989-silent_night_deadly_night,Charles E. Sellier Jr
m/1018994-silent_partner,Daryl Duke
m/1019017-silver_streak,Arthur Hiller
m/1019026-simon,Marshall Brickman
m/1019045-sinbad_the_sailor,Richard Wallace
m/1019128-skin_deep,Blake Edwards
m/1019187-sleeping_beauty,Les Clark
m/1019378-something_to_sing_about,Victor Schertzinger
m/1019441-sorcerer,William Friedkin
m/1019541-sparkle,Sam O'Steen
m/1019544-spartacus,Stanley Kubrick
m/1019641-splash,Ron Howard
m/1019716-spring_break,Sean S. Cunningham
m/1019743-squeeze,Roger Young
m/1019761-1019761-st_valentines_day_massacre,Roger Corman
m/1019774-stagecoach,John Ford
m/1019777-stage_fright,Alfred Hitchcock
m/1019779-stakeout,John Badham
m/1019828-star_is_born,William Wellman
m/1019829-star_is_born,George Cukor
m/1019831-star_is_born,Frank R. Pierson
m/101_dalmatians,Clyde Geronimi
m/101_dalmatians_ii_patchs_london_adventure,Jim Kammerud
m/1020130-sting,George Roy Hill
m/1020287-stranger,Orson Welles
m/1020333-streetcar_named_desire,Elia Kazan
m/1020415-suddenly,Lewis Allen
m/1020451-summer_school,Carl Reiner
m/1020479-sundowners,Fred Zinnemann
m/1020488-sunshine_boys,Herbert Ross
m/1020659-suspect,Peter Yates
m/1020660-suspicion,Alfred Hitchcock
m/1020664-svengali,Archie Mayo
m/1020684-sweet_bird_of_youth,Richard Brooks
m/1020729-swing_time,George Stevens
m/1020736-swiss_family_robinson,Ken Annakin
m/1020814-tale_of_two_cities,Jack Conway
m/1020861-taming_of_the_shrew,Franco Zeffirelli
m/1020889-target,Arthur Penn
m/1020897-tarzan_the_ape_man,John Derek
m/1021008-tempest,Paul Mazursky
m/1021014-ten_commandments,Cecil B. DeMille
m/1021015-ten_commandments,Cecil B. DeMille
m/1021067-terror,Roger Corman
m/1021128-that_championship_season,Jason Miller
m/1021186-them,Gordon Douglas
m/1021211-shivers,David Cronenberg
m/1021214-they_drive_by_night,Raoul Walsh
m/1021230-thief,Michael Mann
m/1021242-thing,Christian Nyby
m/1021244-thing,John Carpenter
m/1021262-thirst,Rod Hardy
m/1021269-this_gun_for_hire,Frank Tuttle
m/1021312-three_amigos,John Landis
m/1021316-three_brothers,Francesco Rosi
m/1021339-three_musketeers,George Sidney
m/1021340-three_musketeers,Richard Lester
m/1021500-time_machine,George Pal
m/1021648-tommy,Ken Russell
m/1021681-toolbox_murders,Dennis Donnelly
m/1021699-top_secret,David Zucker
m/1021721-torso,Sergio Martino
m/1021749-touch_of_evil,Orson Welles
m/1021765-tough_guys,Jeff Kanew
m/1021963-treasure_island,Victor Fleming
m/1021964-treasure_island,Byron Haskin
m/1022001-trial,Orson Welles
m/1022024-trip,Roger Corman
m/1022172-twelve_oclock_high,Henry King
m/1022191-twins,Ivan Reitman
m/1022314-uncommon_valor,Ted Kotcheff
m/1022315-undefeated,Andrew V. McLaglen
m/1022369-unfaithfully_yours,Preston Sturges
m/1022373-unforgiven,John Huston
m/1022473-valley_girl,Martha Coolidge
m/1022537-venom,Piers Haggard
m/1022570-vice_versa,Brian Gilbert
m/1022576-victory,John Huston
m/1022823-village_of_the_damned,Wolf Rilla
m/1023007-walking_tall,Phil Karlson
m/1023205-warriors,Walter Hill
m/1023236-water,Dick Clement
m/1023286-were_no_angels,Neil Jordan
m/1023316-weird_science,John Hughes
m/1023461-when_a_stranger_calls,Fred Walton
m/1023508-where_the_boys_are,Henry Levin
m/1023543-white_christmas,Michael Curtiz
m/1023717-willard,Daniel Mann
m/1023739-winchester_73,Anthony Mann
m/1023854-witness,Peter Weir
m/1023900-womans_face,George Cukor
m/1023906-women,George Cukor
m/1024191-wrong_man,Alfred Hitchcock
m/1024192-wuthering_heights,William Wyler
m/1024232-year_of_the_dragon,Michael Cimino
m/1024237-yearling,Clarence Brown
m/1024407-yours_mine_and_ours,Melville Shavelson
m/1028554-blue_steel,Kathryn Bigelow
m/1028561-where_the_heart_is,John Boorman
m/1028564-guardian,William Friedkin
m/1028711-mystery_train,Jim Jarmusch
m/1028715-revolution,Hugh Hudson
m/1029042-henry_v,Kenneth Branagh
m/1029072-kiss_of_death,Henry Hathaway
m/1029099-conquest,Clarence Brown
m/1029112-alice_in_wonderland,Clyde Geronimi
m/1029161-my_blue_heaven,Herbert Ross
m/1029261-state_fair,Walter Lang
m/1029314-dick_tracy,Warren Beatty
m/1029408-bombshell,Victor Fleming
m/1029427-navy_seals,Lewis Teague
m/1029895-goodbye_mr_chips,Herbert Ross
m/102_dalmatians,Kevin Lima
m/1030142-champ,King Vidor
m/1030146-narrow_margin,Peter Hyams
m/1030244-red_dust,Victor Fleming
m/1030864-desperate_hours,Michael Cimino
m/1031086-ghost,Jerry Zucker
m/1031087-memphis_belle,Michael Caton-Jones
m/1031274-faust,F.W. Murnau
m/1031278-gun_crazy,Joseph H. Lewis
m/1031385-jungle_book,Wolfgang Reitherman
m/1031440-long_goodbye,Robert Altman
m/1031458-houdini,George Marshall
m/1031472-avalon,Barry Levinson
m/1031635-rookie,Clint Eastwood
m/1031744-long_walk_home,Richard Pearce
m/1031763-anastasia,Anatole Litvak
m/1031766-jane_eyre,Robert Stevenson
m/1031984-pit_and_the_pendulum,Stuart Gordon
m/1032176-goodfellas,Martin Scorsese
m/1032180-after_hours,Martin Scorsese
m/1032182-white_fang,Randal Kleiser
m/1032409-boy_meets_girl,Leos Carax
m/1032518-mata_hari,George Fitzmaurice
m/1032522-alice,Woody Allen
m/1032750-hidden_agenda,Ken Loach
m/1032795-connection,Shirley Clarke
m/1032798-entertainer,Tony Richardson
m/1032814-sorry_wrong_number,Anatole Litvak
m/1032970-awakenings,Penny Marshall
m/1032980-diabolique,Henri-Georges Clouzot
m/1033465-true_colors,Herbert Ross
m/1034067-switch,Blake Edwards
m/1034131-field,Jim Sheridan
m/1034151-oscar,John Landis
m/1035050-night_nurse,William Wellman
m/1035061-fury,Fritz Lang
m/1035065-possessed,Clarence Brown
m/1035316-born_to_kill,Robert Wise
m/1035639-toy_soldiers,Daniel Petrie Sr.
m/1036052-come_and_see,Elem Klimov
m/1036129-miracle,Neil Jordan
m/1036179-hot_shots,Jim Abrahams
m/1036458-dogfight,Nancy Savoca
m/1036553-hitman,Aaron Norris
m/1036653-teachers_pet,George Seaton
m/1036952-shattered,Wolfgang Petersen
m/1036976-romeo_and_juliet,George Cukor
m/1037015-doctor,Randa Haines
m/1037017-paradise,Mary Agnes Donoghue
m/1037024-commitments,Alan Parker
m/1037161-frankie_and_johnny,Garry Marshall
m/1037177-deceived,Damian Harris
m/1037244-star,Stuart Heisler
m/1037447-poison,Todd Haynes
m/1037581-cape_fear,Martin Scorsese
m/1037599-voyager,Volker Schlöndorff
m/1037649-my_girl,Howard Zieff
m/1037756-jfk,Oliver Stone
m/1037780-man_in_the_moon,Robert Mulligan
m/1037786-prize,Mark Robson
m/1037789-train,Jayaraaj
m/1037864-father_of_the_bride,Charles Shyer
m/1038009-rush,Lili Fini Zanuck
m/1038176-medicine_man,John McTiernan
m/1038237-platinum_blonde,Frank Capra
m/1038526-uninvited,Lewis Allen
m/1038613-italian_job,Peter Collinson
m/1038726-beethoven,Brian Levant
m/1038770-high_heels,Pedro Almodóvar
m/1038978-babe,Arthur Hiller
m/1038990-cutting_edge,Paul Michael Glaser
m/1039071-gladiator,Rowdy Herrington
m/1039132-kid_galahad,Michael Curtiz
m/1039270-deep_cover,Bill Duke
m/1039460-all_i_want_for_christmas,Robert H. Lieberman
m/1039511-class_act,Randall Miller
m/1039515-edward_ii,Derek Jarman
m/1039575-1039575-midnight_clear,Keith Gordon
m/1039796-boomerang,Reginald Hudlin
m/1040198-rapid_fire,Dwight H. Little
m/1040204-live_wire,Christian Duguay
m/1040322-of_mice_and_men,Gary Sinise
m/1040324-body_parts,Eric Red
m/1040378-cool_world,Ralph Bakshi
m/1040379-singles,Cameron Crowe
m/1040398-naked_city,Jules Dassin
m/1040442-conquest_of_space,Byron Haskin
m/1040484-wind,Carroll Ballard
m/1040678-last_of_the_mohicans,Michael Mann
m/1040755-consenting_adults,Alan J. Pakula
m/1040798-husbands_and_wives,Woody Allen
m/1040893-hero,Stephen Frears
m/1041055-ned_kelly,Tony Richardson
m/1041070-hallelujah,King Vidor
m/1041082-sea_wolf,Michael Curtiz
m/1041862-forever_young,Steve Miner
m/1041870-matinee,Joe Dante
m/1041911-unforgiven,Clint Eastwood
m/1042059-leap_of_faith,Richard Pearce
m/1042135-malcolm_x,Spike Lee
m/1042161-love_on_the_run,W.S. Van Dyke
m/1042193-scent_of_a_woman,Martin Brest
m/1042212-nowhere_to_run,Robert Harmon
m/1042281-sniper,Luis Llosa
m/1042295-vanishing,George Sluizer
m/1042416-crush,Alan Shapiro
m/1042466-boiling_point,James B. Harris
m/1042491-indian_summer,Mike Binder
m/1042538-alive,Frank Marshall
m/1042629-point_of_no_return,John Badham
m/1042728-brothers_keeper,Joe Berlinger
m/1043331-born_yesterday,Luis Mandoki
m/1043378-stalker,Andrei Tarkovsky
m/1043923-browning_version,Anthony Asquith
m/1043958-posse,Mario Van Peebles
m/1043960-made_in_america,Richard Benjamin
m/1044214-cliffhanger,Renny Harlin
m/1044391-frankenstein,David Wickes
m/1044522-firm,Sydney Pollack
m/1044836-black_scorpion,Edward Ludwig
m/1044925-lodger,Alfred Hitchcock
m/1045171-equinox,Alan Rudolph
m/1045328-gypsy,Emile Ardolino
m/1045334-wide_sargasso_sea,John Duigan
m/1045518-secret_garden,Agnieszka Holland
m/1045568-strictly_ballroom,Baz Luhrmann
m/1045706-calendar_girl,John Whitesell
m/1045833-savage_messiah,Ken Russell
m/1045933-deadfall,Christopher Coppola
m/1045992-much_ado_about_nothing,Kenneth Branagh
m/1046035-airborne,Rob Bowman
m/1046038-gettysburg,Ronald F. Maxwell
m/1046049-fatal_instinct,Carl Reiner
m/1046060-high_noon,Fred Zinnemann
m/1046076-home_of_our_own,Tony Bill
m/1046129-fugitive,Andrew Davis
m/1046151-fearless,Peter Weir
m/1046180-trauma,Dario Argento
m/1046227-cool_runnings,Jon Turteltaub
m/1046655-skin_game,Alfred Hitchcock
m/1046723-man_who_loved_women,Blake Edwards
m/1046724-impact,Arthur Lubin
m/1046771-into_the_west,
m/1046772-three_musketeers,Stephen Herek
m/1046873-alice_in_wonderland,Nick Willing
m/1047550-scared_stiff,George Marshall
m/1047928-gunmen,Deran Sarafian
m/1047940-dangerous_game,Abel Ferrara
m/1047985-getaway,Roger Donaldson
m/1048301-angels_in_the_outfield,Clarence Brown
m/1048333-heaven_and_earth,Oliver Stone
m/1048445-snow_white_and_the_seven_dwarfs,David Hand
m/1048585-sugar_hill,Leon Ichaso
m/1048880-thumbelina,Don Bluth
m/1049512-young_americans,Vernon Layton
m/1049883-alice,Jan Svankmajer
m/1050388-last_man_on_earth,Ubaldo Ragona
m/1050454-1050454-shermans_march,Ross McElwee
m/1051219-bad_girls,Jonathan Kaplan
m/1052200-dream_lover,Nicholas Kazan
m/1052529-black_beauty,Caroline Thompson
m/1052608-circus,Charles Chaplin
m/1052609-kid,Charles Chaplin
m/1052698-wyatt_earp,Lawrence Kasdan
m/1052818-betty,Claude Chabrol
m/1052838-blown_away,Stephen Hopkins
m/1053779-mask,Chuck Russell
m/1053942-wolf,Mike Nichols
m/1054061-hands_of_orlac,Robert Wiene
m/1054125-shadow,Russell Mulcahy
m/1054344-it_could_happen_to_you,Andrew Bergman
m/1054796-robin_hood,
m/1055255-milk_money,Richard Benjamin
m/1055365-barcelona,Whit Stillman
m/1055873-browning_version,Mike Figgis
m/1055875-only_you,Norman Jewison
m/1056079-specialist,Luis Llosa
m/1056130-titanic,Jean Negulesco
m/1057370-beloved,Jonathan Demme
m/1057637-jungle_book,Stephen Sommers
m/1058156-life_and_times_of_allen_ginsberg,Jerry Aronson
m/1058426-junior,Ivan Reitman
m/1058516-street_fighter,Steven E. de Souza
m/1058517-little_women,Gillian Armstrong
m/1058923-shallow_grave,Danny Boyle
m/1058955-bad_company,Damian Harris
m/1058966-red,Krzysztof Kieslowski
m/1059003-true_crime,Pat Verducci
m/1059177-lenfer,Claude Chabrol
m/1059487-nobodys_fool,Robert Benton
m/1059489-wild_bunch,Sam Peckinpah
m/1059629-quick_and_the_dead,Sam Raimi
m/1059857-top_dog,Aaron Norris
m/1059858-man_of_the_house,James Orr
m/1059867-born_to_be_wild,John Gray
m/1060518-hideaway,Brett Leonard
m/1061044-babysitter,Guy Ferland
m/1061171-old_dark_house,James Whale
m/1061177-she,Irving Pichel
m/1061238-school_for_scoundrels,Robert Hamer
m/1061401-village_of_the_damned,John Carpenter
m/1061812-little_princess,Alfonso Cuarón
m/1062174-mad_love,Antonia Bird
m/1062483-bad_boys,Michael Bay
m/1062983-smoke,Wayne Wang
m/1063452-pocahontas,Eric Goldberg
m/1064013-contraband,Michael Powell
m/1064015-raw_deal,Anthony Mann
m/1065298-cowboy,Balachandra Kumar
m/1065598-babe,Chris Noonan
m/1065632-prophecy,Gregory Widen
m/1065684-braveheart,Mel Gibson
m/1065837-copycat,Jon Amiel
m/1065868-fair_game,Andrew Sipes
m/1066120-scarlet_letter,Roland Joffé
m/1066169-home_for_the_holidays,Jodie Foster
m/1066170-kicking_and_screaming,Noah Baumbach
m/1066229-shadows,John Cassavetes
m/1066528-persuasion,Roger Michell
m/1066712-to_die_for,Gus Van Sant
m/1067137-it_takes_two,Andy Tennant
m/1067234-boomerang,Elia Kazan
m/1067987-casino,Martin Scorsese
m/1068044-jumanji,Joe Johnston
m/1068177-richard_iii,Richard Loncraine
m/1068182-heat,Michael Mann
m/1068204-defender,Corey Yuen
m/1068307-addiction,Abel Ferrara
m/1068326-sabrina,Sydney Pollack
m/1068461-heavy_metal,Jimmy T. Murakami
m/1068468-hill,Sidney Lumet
m/1068470-sudden_death,Peter Hyams
m/1068779-dead_man_walking,Tim Robbins
m/1068781-cry_the_beloved_country,Darrell Roodt
m/1068783-georgia,Ulu Grosbard
m/1068960-wuthering_heights,Robert Fuest
m/1069241-broken_arrow,John Woo
m/1069339-restoration,Michael Hoffman
m/1069419-black_sheep,Penelope Spheeris
m/1069696-screamers,Christian Duguay
m/1069707-othello,Oliver Parker
m/1069981-substitute,Robert Mandel
m/1069985-diabolique,Jeremiah Chechik
m/1070061-before_and_after,Barbet Schroeder
m/1070233-old_man_and_the_sea,John Sturges
m/1070236-convent,Manoel de Oliveira
m/1070489-august,Anthony Hopkins
m/1070604-carried_away,Bruno Barreto
m/1070608-quest,Jean-Claude Van Damme
m/1070621-flipper,Alan Shapiro
m/1070992-primal_fear,Gregory Hoblit
m/1071167-twister,Jan de Bont
m/1071258-fear,James Foley
m/1071267-arrival,David Twohy
m/1071404-jane_eyre,Franco Zeffirelli
m/1071413-last_dance,Bruce Beresford
m/1071414-moll_flanders,Pen Densham
m/1071464-last_supper,Stacy Title
m/1071769-cold_comfort_farm,John Schlesinger
m/1071806-independence_day,Roland Emmerich
m/1072011-rock,Michael Bay
m/1072083-phantom,Simon Wincer
m/1072107-matilda,Danny DeVito
m/1072156-island_of_dr_moreau,John Frankenheimer
m/1072326-struggle,D.W. Griffith
m/1072381-time_to_kill,Joel Schumacher
m/1072385-kingpin,Bobby Farrelly
m/1072457-chain_reaction,Andrew Davis
m/1072683-infinity,Matthew Broderick
m/1072689-dentist,Brian Yuzna
m/1072833-alaska,Fraser C. Heston
m/1072875-jack,Francis Ford Coppola
m/1072957-freeway,Matthew Bright
m/1072971-girls_town,Jim McKay
m/1072972-fan,Tony Scott
m/1072990-harriet_the_spy,Bronwen Hughes
m/1073023-house_arrest,Harry Winer
m/1073037-hunchback_of_notre_dame,Gary Trousdale
m/1073161-bulletproof,Ernest R. Dickerson
m/1073285-foxfire,Annette Haywood-Carter
m/1073315-associate,Donald Petrie
m/1073316-emma,Douglas McGrath
m/1073317-visitors,Jean-Marie Poiré
m/1073427-selena,Gregory Nava
m/1074022-lone_star,John Sayles
m/1074108-101_dalmatians,Stephen Herek
m/1074298-ransom,Ron Howard
m/1074316-scream,Wes Craven
m/1074374-one_fine_day,Michael Hoffman
m/1074465-michael,Nora Ephron
m/1074467-in_love_and_war,Richard Attenborough
m/1074496-turbulence,Michael Baig-Clifford
m/1074505-touch,Paul Schrader
m/1074675-1074675-metro,Thomas Carter
m/1074978-crucible,Nicholas Hytner
m/1075251-that_darn_cat,Bob Spiers
m/1075422-hamlet,Kenneth Branagh
m/1075777-private_parts,Betty Thomas
m/1075959-mother,Kazuo Umezu
m/1075984-iron_monkey,Woo-ping Yuen
m/1076097-mchales_navy,Bryan Spicer
m/1076267-volcano,Mick Jackson
m/1076620-anna_karenina,Bernard Rose
m/1076721-get_carter,Mike Hodges
m/1076723-traveller,Jack N. Green
m/1077027-batman_and_robin,Joel Schumacher
m/1077062-van,Stephen Frears
m/1077077-breakdown,Jonathan Mostow
m/1077332-pippi_longstocking,Michael Schaack
m/1077497-joyride,Quinton Peeples
m/1077599-out_to_sea,Martha Coolidge
m/1077642-nothing_to_lose,Steve Oedekerk
m/1077660-jack_frost,Michael Cooney
m/1077847-george_of_the_jungle,Sam Weisman
m/1078021-contact,Robert Zemeckis
m/1078022-buddy,Caroline Thompson
m/1078030-hoodlum,Bill Duke
m/1078035-steel,Kenneth Johnson (I)
m/1078038-fire_down_below,Felix Enriques Alcala
m/1078165-bliss,Lance Young
m/1078216-picture_perfect,Glenn Gordon Caron
m/1078942-shall_we_dance,Masayuki Suo
m/1078955-game,David Fincher
m/1079025-most_wanted,David Hogan
m/1079399-keeper,Joe Brewster
m/1079452-assignment,Christian Duguay
m/1079516-peacemaker,Mimi Leder
m/1079708-no_way_out,Joseph L. Mankiewicz
m/1079716-seven_years_in_tibet,Jean-Jacques Annaud
m/1079718-one_night_stand,Mike Figgis
m/1079818-anastasia,Don Bluth
m/1079908-12_angry_men,William Friedkin
m/1080177-firestorm,Dean Semler
m/1080205-killers,Robert Siodmak
m/1080265-requiem_for_a_heavyweight,Ralph Nelson
m/1080867-rainmaker,Francis Ford Coppola
m/1080990-fallen,Gregory Hoblit
m/1081000-fall,Eric Schaeffer
m/1081200-great_expectations,Alfonso Cuarón
m/1081203-borrowers,Peter Hewitt
m/1081501-senseless,Penelope Spheeris
m/1081623-merlin,Steve Barron
m/1082400-man_in_the_iron_mask,Randall Wallace
m/1082420-mr_nice_guy,Sammo Kam-Bo Hung
m/1082428-nightwatch,Ole Bornedal
m/1082432-wide_awake,M. Night Shyamalan
m/1082542-imitation_of_life,John M. Stahl
m/1082855-twilight,Robert Benton
m/1082899-hush,Jonathan Darby
m/1082980-passion,Jean-Luc Godard
m/1083004-mark_of_zorro,Rouben Mamoulian
m/1083121-of_mice_and_men,Lewis Milestone
m/1083171-perfect_murder,Andrew Davis
m/1083326-les_miserables,Bille August
m/1083410-madeline,Daisy von Scherler Mayer
m/1083414-parent_trap,Charles Shyer
m/1083436-1083436-out_of_sight,Steven Soderbergh
m/1083461-avengers,Jeremiah S. Chechik
m/1083480-dirty_work,Bob Saget
m/1083481-negotiator,F. Gary Gray
m/1083484-blade,Stephen Norrington
m/1083535-mafia,Jim Abrahams
m/1083659-rounders,John Dahl
m/1083688-return_to_paradise,Joseph Ruben
m/1083791-funny_games,Michael Haneke
m/1083934-soldier,Paul W.S. Anderson
m/1083937-whatever,Susan Skoog
m/1084081-tango,Carlos Saura
m/1084146-thin_red_line,Terrence Malick
m/1084153-elizabeth,Shekhar Kapur
m/1084175-happiness,Todd Solondz
m/1084229-cousin_bette,Des McAnuff
m/1084398-life_is_beautiful,Roberto Benigni
m/1084582-mighty_joe_young,Ron Underwood
m/1084607-at_first_sight,Irwin Winkler
m/1084878-supernova,Thomas Lee
m/1084881-lolita,Adrian Lyne
m/1084928-true_crime,Clint Eastwood
m/1084964-psycho,Gus Van Sant
m/1085113-siege,Edward Zwick
m/1085275-gloria,Sidney Lumet
m/1085404-impostors,Stanley Tucci
m/1085518-gunshy,Jeff Celentano
m/1085739-wishful_thinking,Adam Park
m/1085867-virus,John Bruno
m/1086991-life,Ted Demme
